//59136 depth: 24 traps: 0 toolong: 0 no.: 56 thread: 31

{{2000016,0,0,1000007,1000008,0,0,0,0,1000004},{0,0,2000002,2000002,2000012,2000007,0,2000017,0,0},{1000002,0,2000002,2000002,2000012,2000007,1000009,2000017,2000003,2000003},{1000012,1000006,1000006,1000001,1000001,0,2000015,2000015,0,0},{0,2000014,0,0,0,0,2000015,2000015,1000005,1000010},{2000004,0,0,0,1000011,1,0,0,2000009,2000009},{0,0,2000001,1000013,1000016,1,0,1000017,0,1000003},{1000015,2000013,0,0,1000016,1000019,1000019,2000010,2000008,2000008},{1000015,2000005,0,2000011,2000011,0,2000006,2000010,0,1000018},{0,2000018,0,2000011,2000011,1000014,1000014,0,0,0}};
//82157 depth: 29 traps: 0 toolong: 0 no.: 57 thread: 43



{{0,2000003,0,0,1000010,0,0,0,0,0},{0,0,0,0,0,0,1000009,1000001,2000015,2000015},{0,1000004,1000004,2000002,2000002,0,0,0,2000008,0},{0,1000004,1000004,2000010,0,2000012,2000014,2000004,2000007,2000007},{0,0,1000007,0,0,0,0,2000004,0,0},{0,2000011,1000007,0,2000001,1,2000013,2000006,0,0},{0,2000011,0,1000002,1000002,0,2000013,2000006,0,0},{1000008,1000003,0,0,2000009,2000009,0,0,0,0},{0,1000003,2000005,2000005,2000009,2000009,1000005,1000005,0,0},{0,0,2000005,2000005,0,0,1000006,0,0,0}};
//3440 depth: 20 traps: 0 toolong: 0 no.: 45 thread: 26

{{1000009,1000016,1000016,0,2000011,0,0,0,0,1000010},{1000012,2000016,1000013,2000008,0,2000006,2000006,2000012,2000012,1000010},{0,2000016,1000013,1000006,2000002,2000002,2000019,2000019,1000007,2000021},{2000024,0,0,2000025,2000025,2000013,2000019,2000019,0,1000008},{2000003,1000019,0,1000001,0,1000002,2000015,1000015,1000015,2000018},{0,1000019,0,1000004,0,1,1,0,2000014,1000017},{2000007,1000003,0,1000005,1000005,1000014,0,0,0,2000020},{2000007,0,0,0,0,0,0,0,0,2000004},{2000005,2000005,1000018,0,0,0,2000022,2000009,2000009,0},{2000005,2000005,0,2000023,2000010,2000010,2000017,0,2000001,1000011}};
//100965 depth: 15 traps: 0 toolong: 0 no.: 46 thread: 0

{{0,0,1000007,1000007,0,2000016,2000003,0,0,0},{1000002,0,0,2000019,2000019,2000016,0,1000006,2000006,2000006},{0,2000004,0,2000019,2000019,1000003,2000012,1000006,0,2000017},{1000009,2000005,0,2000011,0,1000001,1000001,0,0,2000017},{1000009,0,0,2000011,0,1000008,1000008,0,0,2000015},{2000010,2000010,0,2000014,0,1,2000018,1000004,1000010,0},{2000010,2000010,1000005,2000007,0,0,2000018,0,0,0},{0,0,0,2000007,0,0,2000020,2000020,0,0},{0,0,0,0,2000009,2000009,0,2000013,2000013,0},{2000008,0,2000002,0,2000001,0,0,0,0,0}};
//10340 depth: 20 traps: 0 toolong: 0 no.: 47 thread: 27

{{0,1000014,1000015,0,2000008,2000008,0,1000011,1000004,0},{0,0,0,2000005,2000005,0,2000007,0,2000002,0},{2000020,2000020,0,0,1000008,2000010,2000010,2000003,2000016,1000001},{2000014,1000006,0,1000012,1000012,2000010,2000010,0,1000009,1000009},{0,0,0,1000012,1000012,0,0,2000012,2000012,0},{2000017,2000017,1000010,1000016,2000018,1,0,2000012,2000012,0},{2000017,2000017,1000013,0,0,0,2000019,2000019,1000003,1000005},{2000006,0,2000011,1000007,0,2000004,2000019,2000019,0,2000013},{0,2000021,0,2000022,2000022,2000001,0,1000002,0,2000013},{2000015,0,2000009,0,0,0,0,1000002,0,0}};
//2838 depth: 22 traps: 0 toolong: 0 no.: 48 thread: 20

{{0,1000012,0,1000005,1000005,0,0,0,1000015,0},{0,2000004,0,2000008,2000003,1000007,1000004,0,1000015,0},{0,1000006,1000003,2000008,0,0,0,2000012,2000014,2000014},{2000001,2000001,1000003,0,1000008,0,2000011,2000012,2000014,2000014},{1000002,2000015,0,0,1000011,0,0,2000009,2000009,0},{0,2000015,0,0,0,1,1,2000009,2000009,1000014},{2000002,0,0,0,0,0,0,2000006,1000001,1000001},{2000002,0,0,1000010,0,0,0,2000007,0,0},{2000013,0,2000005,2000005,0,2000010,2000010,1000013,0,0},{0,0,0,0,0,2000010,2000010,1000009,0,0}};
//110000 depth: 16 traps: 0 toolong: 0 no.: 49 thread: 28

{{1000003,2000021,2000018,2000007,0,0,0,2000022,0,1000007},{1000003,0,1000001,0,1000006,0,2000003,2000003,1000004,1000004},{2000008,2000008,0,1000017,1000016,1000016,2000003,2000003,0,0},{2000008,2000008,2000014,1000015,2000006,1000009,0,1000002,0,2000025},{2000005,0,2000016,1000005,2000009,2000009,0,1000010,1000011,2000025},{1000012,1000012,2000016,0,0,1,0,1000010,0,2000017},{1000012,1000012,2000026,0,1000014,1000014,1000018,0,0,2000017},{2000012,2000004,2000024,0,0,2000001,2000019,2000019,2000013,2000013},{2000002,2000004,2000024,0,2000023,0,1000008,0,1000013,1000013},{2000002,0,2000015,2000020,2000020,0,0,0,2000010,2000011}};
//52800 depth: 25 traps: 0 toolong: 0 no.: 50 thread: 42

{{2000003,0,2000021,2000021,0,0,2000022,2000025,2000025,0},{2000008,2000020,2000020,2000017,2000012,2000012,0,2000011,1000010,2000024},{2000015,2000004,0,2000017,1000008,2000016,2000016,0,1000010,2000024},{0,2000004,2000014,2000014,0,0,0,1000007,1000003,1000003},{1000015,2000019,0,1000001,1000009,0,0,1000007,2000002,0},{0,0,0,1000005,1000004,1,2000018,2000018,2000009,0},{2000007,0,0,0,0,1,0,0,2000005,0},{0,0,1000002,1000014,1000011,0,2000001,0,0,0},{0,2000006,2000006,2000010,2000010,0,1000016,1000012,1000006,1000013},{0,0,2000013,2000010,2000010,2000023,0,1000012,0,0}};
//1413504 depth: 32 traps: 0 toolong: 0 no.: 51 thread: 8



{{1000007,0,2000015,2000015,1000008,0,1000016,0,1000005,0},{2000010,0,2000015,2000015,2000012,2000006,2000013,0,2000004,0},{0,0,0,0,0,2000007,2000011,2000011,2000004,1000012},{0,0,0,0,0,2000007,2000019,1000014,1000014,0},{0,2000020,1000015,1000015,2000016,2000002,2000002,1000014,1000014,0},{0,0,2000008,0,2000001,1,0,0,2000017,2000017},{0,2000005,2000005,0,0,1000006,1000006,0,2000017,2000017},{0,0,1000002,2000009,0,1000009,0,2000014,1000013,0},{1000010,0,0,1000001,0,1000004,1000004,0,1000013,1000011},{1000010,0,1000003,2000003,2000018,2000018,0,0,0,0}};
//6696 depth: 24 traps: 0 toolong: 0 no.: 65 thread: 39

{{1000013,1000013,1000005,2000022,2000022,2000004,0,2000006,0,0},{0,0,0,2000022,2000022,0,0,0,2000014,2000014},{0,2000020,0,0,0,1000012,2000012,1000011,1000007,0},{2000015,2000020,2000023,2000023,1000010,0,0,1000009,2000009,2000001},{0,1000008,1000003,2000011,0,1000006,0,0,2000009,2000001},{2000026,2000026,1000003,0,0,1,1000001,2000019,2000019,0},{2000010,0,2000007,2000007,0,0,0,0,2000013,0},{1000004,0,0,2000025,2000025,2000005,2000021,2000002,2000002,0},{2000016,0,2000017,2000017,1000014,2000005,0,1000002,0,2000024},{2000016,2000008,0,0,0,2000018,2000018,2000003,2000003,0}};
//66388 depth: 14 traps: 0 toolong: 0 no.: 66 thread: 33

{{1000014,1000011,2000013,2000013,0,2000004,2000004,0,0,1000007},{0,1000011,2000013,2000013,0,0,0,2000003,0,1000007},{1000010,2000012,0,2000018,2000018,0,0,2000003,2000006,2000011},{1000010,2000012,0,0,0,0,0,0,0,2000011},{0,2000016,2000016,0,1000012,1000008,0,1000004,1000004,2000017},{2000014,2000016,2000016,0,0,1,0,1000006,1000006,2000017},{0,2000002,2000008,0,0,0,1000005,1000006,1000006,0},{0,1000009,1000013,1000013,2000019,2000019,0,1000003,2000007,0},{2000001,2000010,2000015,2000005,0,0,2000009,1000015,2000007,0},{0,0,2000015,0,0,0,0,1000001,0,1000002}};
//87282 depth: 13 traps: 0 toolong: 0 no.: 67 thread: 20

{{1000012,1000014,2000018,2000018,2000009,2000009,2000005,0,1000002,0},{1000012,0,2000008,2000008,0,0,0,0,0,0},{0,0,2000008,2000008,0,1000013,1000003,1000003,0,2000019},{0,0,0,2000021,0,2000003,1000011,1000011,0,0},{2000004,2000004,2000017,2000022,0,1000008,1000008,0,2000012,0},{2000016,2000016,1000009,2000022,0,1,1000004,1000007,0,2000006},{2000016,2000016,0,1000001,1000001,1,0,1000005,0,0},{2000007,2000007,1000010,2000015,0,0,2000020,2000023,2000023,0},{2000007,2000007,2000010,2000002,2000002,2000013,2000020,2000001,2000011,2000014},{0,0,0,2000002,2000002,1000015,1000006,1000016,1000016,2000014}};
//14004 depth: 36 traps: 0 toolong: 0 no.: 68 thread: 12

{{2000014,2000014,1000016,1000016,0,0,2000020,0,2000003,2000003},{2000021,2000021,1000012,2000025,0,1000018,1000018,0,2000009,2000009},{2000021,2000021,2000011,2000025,2000018,1000002,1000002,0,2000009,2000009},{0,2000017,0,1000003,2000004,0,2000024,2000024,0,1000015},{2000022,2000022,0,0,0,2000006,0,2000012,2000019,0},{2000022,2000022,2000001,0,1000007,1,0,0,2000019,2000016},{0,1000017,0,0,1000007,1000011,1000009,0,1000004,2000013},{1000013,0,2000005,2000015,0,1000008,1000008,0,1000014,2000013},{2000008,2000008,1000005,1000005,2000023,0,0,2000007,1000014,1000001},{2000008,2000008,1000005,1000005,2000010,2000002,2000002,1000006,1000006,1000010}};
//126396 depth: 18 traps: 0 toolong: 0 no.: 69 thread: 38

{{2000021,2000021,2000002,2000002,2000012,2000007,2000008,2000008,0,2000014},{2000021,2000021,1000018,2000006,1000003,1000001,2000008,2000008,1000012,1000012},{1000017,0,2000004,2000004,0,1000001,0,0,1000012,1000012},{2000009,0,0,0,0,0,0,0,1000005,1000005},{0,0,0,1000004,1000004,0,2000015,0,2000016,0},{2000020,1000015,1000008,2000018,1000010,1,0,1000007,2000016,0},{1000002,1000016,0,0,0,1,0,1000006,2000017,1000011},{2000010,0,0,0,0,0,0,0,2000005,0},{0,2000003,2000011,2000011,1000014,2000019,2000019,0,2000005,1000013},{2000001,0,0,0,2000013,2000019,2000019,0,1000009,1000013}};
//730188 depth: 27 traps: 0 toolong: 0 no.: 70 thread: 35





{{0,2000005,0,0,0,0,2000002,1000013,1000013,0},{0,0,0,2000013,2000006,0,0,1000013,1000013,0},{2000014,2000014,2000004,0,0,2000010,0,0,2000012,0},{2000014,2000014,1000010,0,0,1000012,0,0,2000012,0},{0,1000006,1000006,0,0,1000008,0,1000002,0,0},{2000015,1000006,1000006,0,0,1,1,1000009,0,2000003},{2000015,2000011,0,0,0,1,1,1000009,0,0},{1000011,0,0,2000009,2000009,0,0,1000004,1000004,0},{1000011,0,0,1000007,1000007,2000008,2000008,2000001,0,0},{0,1000001,1000003,0,0,0,1000005,0,2000007,2000007}};
//259560 depth: 20 traps: 0 toolong: 0 no.: 42 thread: 34

{{2000011,2000017,2000017,0,0,0,0,0,2000006,0},{2000011,0,0,0,0,0,0,0,0,1000003},{1000001,0,0,2000013,2000012,2000012,2000019,2000016,2000016,0},{0,0,0,2000013,1000008,2000001,2000019,2000016,2000016,0},{0,0,2000021,2000021,1000002,2000001,1000009,0,2000020,2000020},{2000022,0,2000021,2000021,0,1,0,0,0,2000014},{2000002,1000013,0,1000011,1000011,2000004,0,0,0,2000014},{1000007,2000009,0,1000005,1000006,0,0,0,0,2000003},{2000010,0,0,0,2000023,2000007,1000010,1000012,1000012,2000003},{2000005,0,2000015,0,1000004,0,2000018,2000008,2000008,0}};
//4906 depth: 22 traps: 0 toolong: 0 no.: 43 thread: 6

{{0,0,0,0,2000014,2000005,2000005,0,2000004,2000004},{2000001,2000002,0,0,2000014,0,0,0,0,0},{2000001,2000012,0,2000007,0,1000007,1000007,0,0,2000009},{0,1000009,2000013,2000013,0,0,0,2000017,0,0},{0,0,2000013,2000013,1000001,0,0,0,0,0},{0,1000005,0,1000003,1000003,1,0,0,1000011,0},{2000018,1000005,2000008,0,1000004,1,0,2000003,1000011,2000011},{1000010,0,0,0,1000004,0,1000002,2000006,2000006,2000011},{1000010,0,0,0,2000016,2000016,2000015,2000015,1000006,1000006},{0,1000008,1000008,0,2000016,2000016,0,0,2000010,2000010}};
//17160 depth: 22 traps: 0 toolong: 0 no.: 44 thread: 33

{{1000006,1000004,0,2000025,2000025,2000009,2000006,1000013,2000021,2000021},{1000006,2000023,0,2000016,1000007,1000007,2000006,1000013,2000021,2000021},{0,1000015,1000014,1000002,0,2000015,0,2000019,0,1000005},{2000017,0,1000001,2000014,2000014,2000022,2000022,2000019,2000011,0},{0,1000003,0,2000014,2000014,1000012,1000012,2000018,2000011,2000004},{2000010,2000020,0,1000016,0,1,1,1000010,1000010,2000002},{1000008,2000020,1000017,0,0,0,0,0,2000008,0},{0,0,1000017,1000011,0,1000009,1000018,0,0,2000001},{2000005,2000013,2000024,1000011,0,1000009,0,0,0,2000001},{2000007,2000007,0,0,2000003,2000012,0,2000026,2000026,0}};
//148800 depth: 30 traps: 0 toolong: 0 no.: 45 thread: 19

{{1000013,2000008,2000008,2000001,0,2000004,0,1000011,2000007,2000007},{1000013,2000008,2000008,2000001,0,0,2000013,2000013,2000007,2000007},{2000015,0,0,0,1000001,0,0,0,0,0},{2000015,0,0,0,0,1000012,1000012,0,1000005,2000005},{2000014,0,0,0,1000002,1000012,1000012,2000009,0,0},{2000014,0,0,1000009,0,1,1,2000003,2000003,0},{0,0,2000016,2000016,1000004,1000003,0,0,2000010,2000010},{0,0,2000016,2000016,0,1000003,0,0,2000010,2000010},{0,2000012,2000012,2000002,2000002,1000007,2000017,2000006,2000006,0},{2000011,0,0,1000010,1000006,0,1000008,0,0,0}};
//372690 depth: 15 traps: 0 toolong: 1 no.: 46 thread: 36




{{0,0,0,2000006,2000013,2000012,2000012,2000009,1000010,0},{2000018,0,0,0,2000016,2000016,2000005,2000009,1000008,0},{0,0,0,1000007,1000007,0,2000005,0,2000008,0},{2000017,2000003,0,1000007,1000007,0,0,2000010,2000008,0},{0,1000004,2000027,1000003,0,1000002,1000002,0,2000024,2000024},{2000020,2000004,1000006,0,0,1,2000026,0,2000024,2000024},{2000015,2000001,2000001,0,2000007,2000007,2000021,2000021,1000005,2000019},{0,0,2000011,2000002,2000007,2000007,2000021,2000021,2000014,2000019},{0,1000009,0,0,2000023,1000001,0,0,0,2000025},{0,0,0,0,0,2000028,2000022,0,0,0}};
//7896 depth: 21 traps: 0 toolong: 0 no.: 62 thread: 8

{{1000015,1000015,1000008,1000008,2000010,0,0,1000004,2000017,2000017},{1000012,0,0,2000014,0,2000006,2000006,0,2000017,2000017},{1000012,0,1000002,2000012,0,0,0,0,0,1000006},{0,0,2000003,0,0,0,1000001,1000001,2000011,0},{1000011,1000011,0,0,0,2000005,2000005,0,0,2000015},{0,0,0,2000016,0,1,1000014,1000014,0,1000005},{1000007,1000007,0,2000016,0,1,1000003,0,0,2000001},{0,2000009,2000009,0,2000007,2000007,0,0,2000008,2000008},{1000009,2000013,0,0,2000004,2000004,2000002,2000002,2000008,2000008},{1000009,0,1000013,0,2000004,2000004,2000002,2000002,1000010,1000010}};
//5481 depth: 21 traps: 0 toolong: 0 no.: 63 thread: 35

{{0,0,0,2000005,2000005,2000010,2000011,2000011,0,0},{2000006,1000002,1000002,0,0,1000004,1000004,1000009,0,0},{0,1000002,1000002,2000003,0,1000004,1000004,0,2000015,0},{0,0,0,0,0,1000006,1000006,0,0,0},{0,0,2000004,0,0,0,1000008,2000012,2000012,0},{1000011,0,2000004,0,1000005,1,1000008,2000012,2000012,0},{1000011,0,2000002,2000002,0,1,0,2000007,0,0},{1000001,0,0,0,2000008,2000013,0,2000007,0,0},{0,0,2000009,1000003,1000003,0,0,0,1000007,0},{0,0,2000009,1000003,1000003,1000010,0,0,2000001,2000014}};
//8725 depth: 25 traps: 0 toolong: 0 no.: 64 thread: 38

{{0,0,0,1000009,0,1000012,2000019,0,0,0},{0,2000014,1000007,1000007,2000017,1000012,0,1000010,1000010,2000009},{0,2000014,1000007,1000007,2000017,0,0,0,1000004,2000012},{1000011,0,2000016,2000004,0,0,1000005,0,1000004,2000012},{0,0,2000016,2000004,0,1000006,1000005,1000003,2000008,0},{2000015,1000001,2000020,0,0,1,1,0,2000008,2000003},{1000014,1000001,2000020,0,0,1,1,0,2000010,2000002},{2000018,0,2000013,0,0,0,1000008,0,0,2000011},{0,0,0,0,0,1000013,0,0,2000006,0},{0,1000002,0,2000007,2000007,2000001,2000005,0,0,0}};
//609336 depth: 24 traps: 0 toolong: 0 no.: 65 thread: 41

{{2000001,2000011,0,2000022,1000009,2000008,2000020,2000020,0,1000011},{0,2000011,0,0,2000016,2000008,2000020,2000020,0,1000004},{1000014,0,0,1000010,2000016,0,1000013,0,1000003,1000004},{0,2000018,0,0,0,0,1000001,1000005,0,0},{0,2000018,1000012,1000012,2000006,2000006,1000001,1000002,0,2000007},{0,2000010,0,0,0,1,1,0,2000013,2000013},{0,2000005,2000017,2000017,2000014,2000015,2000015,0,1000008,1000008},{2000019,2000019,2000017,2000017,2000003,2000002,0,0,2000012,2000012},{0,1000006,1000007,0,0,0,0,2000009,2000012,2000012},{2000021,2000004,0,0,0,0,2000023,2000023,0,2000024}};
//3333 depth: 33 traps: 0 toolong: 0 no.: 66 thread: 18



{{1000001,1000011,1000011,0,0,2000018,0,0,2000021,2000021},{1000001,2000009,2000008,2000008,2000013,2000013,0,0,2000021,2000021},{0,2000009,2000008,2000008,2000013,2000013,2000015,0,0,0},{0,2000007,0,0,1000013,1000014,0,2000019,1000015,1000010},{1000008,2000007,0,0,1000002,2000001,0,2000016,2000016,1000003},{1000008,2000005,2000005,1000007,0,1,0,2000012,2000022,0},{2000024,0,0,0,2000020,2000020,0,2000014,0,1000009},{2000024,0,1000005,0,2000020,2000020,2000010,0,1000012,2000004},{2000023,0,2000006,2000006,0,0,2000011,2000017,2000017,2000003},{0,0,2000006,2000006,1000004,2000002,2000002,1000006,0,2000003}};
//5529 depth: 19 traps: 0 toolong: 0 no.: 57 thread: 0

{{1000015,1000015,0,0,0,2000019,2000019,0,2000023,2000023},{0,0,0,2000009,0,2000019,2000019,1000011,1000011,0},{0,2000010,0,0,1000004,1000004,0,1000012,0,2000001},{0,2000010,2000021,2000004,0,1000014,0,1000012,0,0},{0,1000001,0,2000020,1000013,1000013,1000007,1000010,1000010,2000015},{0,2000012,1000005,2000018,2000018,1,0,0,2000017,0},{0,0,1000005,2000014,2000011,2000011,0,1000002,2000007,2000007},{0,2000005,2000006,0,2000011,2000011,0,2000002,1000009,1000008},{0,0,2000022,2000022,2000003,2000013,2000016,2000016,1000009,0},{1000003,0,2000022,2000022,0,0,2000016,2000016,2000008,1000006}};
//8802 depth: 27 traps: 0 toolong: 0 no.: 58 thread: 10

{{0,0,0,2000024,0,2000018,2000020,2000016,0,2000009},{2000002,2000012,1000001,1000001,1000003,2000018,0,2000021,0,0},{2000002,1000012,0,2000003,0,0,0,1000011,1000006,0},{0,1000012,2000023,2000023,0,0,2000010,2000010,0,2000013},{0,1000013,2000001,0,2000019,1000004,1000002,0,0,2000013},{2000005,0,0,1000015,1000010,1,0,1000008,0,0},{2000005,1000009,0,0,0,1,0,0,0,2000022},{2000006,1000009,0,0,0,1000014,0,2000017,2000017,0},{0,2000014,0,2000011,2000011,0,0,2000017,2000017,1000005},{1000007,2000004,2000004,2000011,2000011,2000008,2000015,2000015,2000007,0}};
//68292 depth: 12 traps: 0 toolong: 0 no.: 59 thread: 12

{{0,0,2000012,1000011,2000005,2000005,0,2000016,2000003,0},{0,1000009,0,2000018,2000005,2000005,2000019,2000008,0,0},{1000001,0,0,2000004,2000004,1000012,2000019,0,2000010,2000022},{2000011,0,1000016,1000016,0,0,0,0,0,2000022},{2000013,1000013,1000006,0,0,1000007,0,0,2000006,0},{2000013,1000002,0,1000014,1000014,1,1000015,0,2000006,0},{1000010,1000010,0,0,2000007,2000007,1000015,1000004,0,2000017},{2000020,2000009,2000009,0,2000007,2000007,0,1000004,2000001,2000001},{2000020,2000002,2000002,1000017,2000021,0,0,2000014,0,0},{1000005,0,0,0,0,0,2000015,1000008,0,1000003}};
//93792 depth: 16 traps: 0 toolong: 0 no.: 60 thread: 13

{{0,2000007,2000007,2000026,2000026,0,0,1000010,0,0},{1000002,0,0,2000026,2000026,2000014,0,0,0,0},{2000003,0,0,2000022,0,2000014,2000009,0,0,0},{1000005,0,0,1000011,0,0,0,2000002,0,0},{2000021,0,0,1000003,0,0,0,2000002,2000018,0},{2000010,2000023,0,1000004,0,1,1000009,0,2000015,2000015},{2000010,1000012,2000017,2000017,0,1,0,1000001,1000007,1000007},{2000013,0,2000020,2000012,0,0,0,2000011,0,2000004},{2000013,0,2000008,2000005,2000024,2000006,0,2000011,2000025,2000004},{0,2000016,2000008,0,1000006,0,2000001,2000001,2000019,1000008}};
//451900 depth: 25 traps: 0 toolong: 0 no.: 61 thread: 4

{{1000002,0,0,2000005,1000014,0,1000016,1000016,2000003,0},{2000015,2000015,0,0,0,2000016,0,0,0,1000011},{2000002,1000009,0,0,0,2000016,0,0,0,1000011},{0,2000004,0,0,0,0,0,2000001,0,0},{1000003,2000011,0,0,0,0,1000012,0,1000008,2000009},{0,0,1000015,0,1000013,1,1,0,1000010,2000009},{2000017,0,0,0,1000004,1,1,1000006,1000010,0},{2000017,0,0,2000013,0,0,2000014,0,0,0},{1000007,0,1000005,2000006,0,0,2000012,0,2000010,1000001},{2000008,2000008,1000005,2000006,2000007,2000007,2000012,0,0,0}};
//1173425 depth: 25 traps: 0 toolong: 0 no.: 62 thread: 34



{{2000012,0,0,0,0,0,2000013,2000013,0,2000009},{0,1000011,2000003,0,2000010,2000010,1000002,1000006,0,0},{0,0,2000003,0,2000010,2000010,1000002,1000005,1000005,1000004},{1000015,0,2000018,2000004,0,0,0,0,1000010,2000015},{0,0,1000014,2000004,0,0,2000016,0,0,2000007},{2000011,2000011,2000001,1000001,0,1,2000002,0,0,2000007},{0,1000007,1000007,1000001,1000009,1000009,1000012,0,1000016,2000006},{0,1000013,0,0,1000009,1000009,0,0,0,2000006},{0,1000003,0,0,2000008,0,0,2000017,2000017,0},{0,1000003,2000005,0,1000008,2000014,2000014,2000017,2000017,0}};
//15099 depth: 21 traps: 0 toolong: 0 no.: 42 thread: 26

{{2000009,1000007,2000017,2000006,0,2000019,2000019,0,2000005,0},{2000009,1000007,2000017,0,0,0,0,0,2000005,0},{0,0,0,0,1000004,0,0,1000013,1000002,0},{1000003,0,2000014,1000008,0,0,1000005,0,0,2000013},{0,0,2000014,1000008,0,0,1000009,1000009,0,2000013},{2000011,2000020,2000010,0,0,1,1,0,1000006,2000007},{0,2000020,0,2000018,2000018,1,1,1000012,1000012,0},{2000003,0,0,1000010,1000010,2000008,2000004,1000001,0,0},{2000002,2000002,0,0,0,0,0,2000016,0,2000001},{2000012,2000012,0,0,1000011,0,0,2000015,0,0}};
//120040 depth: 20 traps: 0 toolong: 0 no.: 43 thread: 28

{{0,1000007,2000015,2000024,2000022,2000022,0,2000002,2000002,0},{0,1000007,0,0,0,2000005,2000014,0,0,0},{0,2000009,1000004,0,0,0,1000001,0,0,2000021},{2000004,2000004,2000010,0,0,1000006,1000006,2000007,2000007,0},{0,2000011,2000010,0,2000027,0,0,2000025,0,0},{0,0,2000020,1000010,0,1,0,2000013,0,2000017},{2000018,2000028,1000005,1000010,0,0,0,2000008,0,1000011},{2000023,2000028,0,0,1000003,0,0,2000008,0,0},{2000023,1000008,2000016,2000016,2000003,0,2000012,0,2000029,0},{1000002,1000009,2000016,2000016,2000001,2000001,2000026,2000019,2000006,2000006}};
//16590 depth: 21 traps: 0 toolong: 0 no.: 44 thread: 4

{{1000012,0,1000002,0,1000007,0,2000006,2000006,0,0},{0,0,1000002,1000008,2000009,2000009,2000006,2000006,1000006,1000011},{0,2000002,2000002,1000003,2000009,2000009,0,0,1000001,0},{2000011,2000002,2000002,1000003,0,1000010,0,0,1000004,2000001},{2000003,1000013,1000013,0,0,1000010,0,1000005,0,2000001},{2000003,1000013,1000013,0,0,1,1,0,2000007,2000007},{0,2000004,0,0,2000016,0,2000014,2000014,0,2000015},{0,2000004,0,0,0,0,0,2000005,2000005,0},{0,0,2000013,2000013,0,0,2000012,1000009,1000009,0},{0,0,2000013,2000013,0,2000010,0,0,2000008,2000008}};
//39325 depth: 25 traps: 0 toolong: 0 no.: 45 thread: 19


